customer_id,churn_probability,risk_level
34131,0.8488,High
46272,0.8488,High
37954,0.8488,High
34637,0.8487,High
34944,0.8487,High
32673,0.8486,High
38532,0.8486,High
51537,0.8486,High
1553,0.8486,High
333,0.8485,High
39592,0.8485,High
27671,0.8485,High
39676,0.8485,High
5665,0.8485,High
36680,0.8485,High
49291,0.8484,High
43840,0.8484,High
36186,0.8484,High
34377,0.8484,High
21459,0.8484,High
42943,0.8484,High
36061,0.8483,High
11327,0.8483,High
42659,0.8482,High
8169,0.8482,High
27957,0.8482,High
2575,0.8482,High
35463,0.8482,High
49648,0.8481,High
9410,0.8481,High
7697,0.8481,High
6460,0.8481,High
51956,0.8481,High
32532,0.8481,High
5821,0.8481,High
783,0.848,High
18549,0.848,High
19434,0.848,High
40836,0.848,High
30189,0.848,High
28418,0.8479,High
37974,0.8479,High
51533,0.8479,High
9945,0.8479,High
51430,0.8479,High
16821,0.8479,High
11321,0.8479,High
51672,0.8479,High
33175,0.8479,High
35313,0.8478,High
30561,0.8478,High
47209,0.8478,High
51805,0.8478,High
49408,0.8478,High
32234,0.8478,High
19953,0.8478,High
43937,0.8477,High
9344,0.8477,High
34004,0.8477,High
23779,0.8477,High
41338,0.8477,High
32183,0.8476,High
19928,0.8476,High
39645,0.8476,High
36560,0.8476,High
20897,0.8476,High
11714,0.8476,High
1252,0.8476,High
24102,0.8476,High
49723,0.8475,High
2742,0.8475,High
35008,0.8475,High
30754,0.8475,High
30752,0.8475,High
38396,0.8475,High
28450,0.8475,High
40474,0.8474,High
12864,0.8473,High
26507,0.8472,High
17954,0.8472,High
42235,0.8472,High
13568,0.8472,High
45229,0.8472,High
22056,0.8472,High
10089,0.8472,High
33383,0.8472,High
19839,0.8471,High
33251,0.8471,High
34657,0.8471,High
35543,0.847,High
19151,0.847,High
6743,0.847,High
28812,0.847,High
12025,0.847,High
2064,0.8469,High
22766,0.8469,High
10005,0.8468,High
1814,0.8468,High
11016,0.8468,High
26037,0.8467,High
14157,0.8467,High
37657,0.8467,High
25764,0.8466,High
5058,0.8466,High
10543,0.8466,High
44683,0.8465,High
27557,0.8465,High
24708,0.8465,High
19269,0.8465,High
42025,0.8465,High
42103,0.8465,High
3204,0.8464,High
40626,0.8464,High
47777,0.8464,High
30434,0.8463,High
39616,0.8463,High
46952,0.8463,High
47908,0.8462,High
14663,0.8462,High
11541,0.8462,High
34903,0.8462,High
300,0.8462,High
27448,0.8462,High
24423,0.8462,High
8640,0.8461,High
21897,0.8461,High
44181,0.8461,High
43591,0.8461,High
18185,0.8461,High
565,0.8461,High
40367,0.846,High
17722,0.846,High
20229,0.846,High
8578,0.846,High
8824,0.846,High
14140,0.846,High
10406,0.846,High
10145,0.8459,High
28554,0.8459,High
13981,0.8459,High
29608,0.8458,High
39177,0.8457,High
15283,0.8457,High
33947,0.8457,High
16038,0.8457,High
16064,0.8456,High
17389,0.8456,High
12635,0.8456,High
36920,0.8456,High
31299,0.8456,High
22499,0.8455,High
24608,0.8455,High
25744,0.8454,High
2074,0.8454,High
29861,0.8454,High
8221,0.8454,High
9866,0.8454,High
19752,0.8453,High
4968,0.8453,High
39183,0.8453,High
1046,0.8453,High
43495,0.8452,High
3229,0.8452,High
35372,0.8452,High
12949,0.8452,High
45582,0.8452,High
48159,0.8452,High
42739,0.8452,High
51741,0.8451,High
2674,0.8451,High
46479,0.8451,High
28954,0.8451,High
20679,0.8451,High
9599,0.8451,High
29161,0.845,High
24405,0.845,High
47237,0.845,High
46335,0.845,High
3670,0.845,High
28189,0.845,High
25068,0.845,High
36914,0.8449,High
37724,0.8449,High
29694,0.8449,High
41747,0.8449,High
14842,0.8449,High
25449,0.8449,High
34322,0.8449,High
24256,0.8449,High
25201,0.8449,High
35208,0.8448,High
18903,0.8448,High
33414,0.8448,High
36648,0.8448,High
10129,0.8447,High
1358,0.8447,High
9792,0.8447,High
16868,0.8446,High
23693,0.8446,High
11636,0.8446,High
49450,0.8446,High
24848,0.8446,High
22352,0.8446,High
33274,0.8445,High
5836,0.8445,High
28455,0.8445,High
35932,0.8445,High
28662,0.8445,High
16839,0.8445,High
18291,0.8445,High
16273,0.8444,High
33041,0.8444,High
23597,0.8444,High
26837,0.8444,High
39443,0.8444,High
23102,0.8444,High
49424,0.8443,High
43257,0.8443,High
8555,0.8443,High
17477,0.8442,High
34316,0.8442,High
40110,0.8442,High
51796,0.8441,High
43469,0.8441,High
9376,0.8441,High
7965,0.8441,High
25478,0.8441,High
10276,0.8441,High
21717,0.844,High
42846,0.844,High
5706,0.844,High
33698,0.844,High
25050,0.844,High
14559,0.8439,High
36265,0.8439,High
42822,0.8439,High
26842,0.8439,High
32929,0.8439,High
30229,0.8439,High
17222,0.8439,High
28536,0.8439,High
38937,0.8439,High
37337,0.8439,High
7334,0.8438,High
29124,0.8438,High
1610,0.8438,High
39147,0.8438,High
4103,0.8438,High
18498,0.8438,High
27452,0.8438,High
39440,0.8437,High
43667,0.8437,High
11674,0.8437,High
34375,0.8436,High
31439,0.8436,High
40575,0.8436,High
32959,0.8436,High
46086,0.8435,High
31779,0.8435,High
34554,0.8435,High
48281,0.8435,High
29414,0.8435,High
18563,0.8435,High
12033,0.8434,High
22623,0.8433,High
10758,0.8433,High
42893,0.8433,High
49515,0.8433,High
45153,0.8432,High
47752,0.8432,High
42106,0.8431,High
44743,0.8431,High
39719,0.8431,High
30114,0.8431,High
28302,0.8431,High
17631,0.8431,High
26728,0.843,High
11942,0.843,High
40149,0.843,High
41250,0.8429,High
36684,0.8429,High
35842,0.8429,High
3505,0.8428,High
1575,0.8428,High
893,0.8428,High
43366,0.8428,High
6632,0.8427,High
16428,0.8427,High
31,0.8427,High
12343,0.8427,High
34210,0.8426,High
5265,0.8426,High
39212,0.8426,High
33776,0.8426,High
37145,0.8426,High
50929,0.8426,High
16331,0.8426,High
40972,0.8425,High
42244,0.8425,High
24199,0.8425,High
10422,0.8425,High
30005,0.8425,High
33238,0.8424,High
11657,0.8424,High
32070,0.8424,High
35713,0.8424,High
24605,0.8424,High
34108,0.8424,High
5600,0.8424,High
6750,0.8423,High
45060,0.8423,High
50712,0.8423,High
39842,0.8423,High
8231,0.8422,High
38040,0.8422,High
42685,0.8422,High
47584,0.8422,High
42163,0.8422,High
50932,0.8421,High
35181,0.8421,High
41815,0.8421,High
46325,0.8421,High
13138,0.842,High
18725,0.842,High
11810,0.8419,High
27972,0.8419,High
40145,0.8418,High
36642,0.8418,High
26797,0.8417,High
11064,0.8417,High
24571,0.8417,High
39919,0.8417,High
20495,0.8417,High
5145,0.8417,High
5826,0.8416,High
3686,0.8416,High
12785,0.8416,High
40496,0.8416,High
26312,0.8416,High
2975,0.8415,High
35126,0.8415,High
35140,0.8415,High
36713,0.8415,High
33796,0.8415,High
24079,0.8415,High
33934,0.8415,High
8074,0.8415,High
40094,0.8415,High
26403,0.8414,High
19163,0.8414,High
25535,0.8414,High
39605,0.8414,High
40105,0.8414,High
38706,0.8413,High
26538,0.8412,High
49435,0.8412,High
5430,0.8412,High
17148,0.8412,High
2977,0.8411,High
25438,0.8411,High
14076,0.8411,High
37811,0.8411,High
40884,0.8411,High
3260,0.841,High
50964,0.841,High
45416,0.841,High
18227,0.841,High
23399,0.841,High
25739,0.8409,High
18145,0.8409,High
41191,0.8409,High
9899,0.8409,High
13072,0.8408,High
49108,0.8408,High
20716,0.8408,High
29501,0.8408,High
39944,0.8408,High
11685,0.8408,High
44720,0.8408,High
37458,0.8407,High
22747,0.8407,High
43252,0.8407,High
9403,0.8407,High
39111,0.8407,High
36981,0.8407,High
211,0.8406,High
28653,0.8406,High
707,0.8406,High
50287,0.8405,High
16254,0.8405,High
27172,0.8405,High
45316,0.8404,High
7255,0.8404,High
7171,0.8404,High
659,0.8403,High
13002,0.8403,High
39142,0.8403,High
37448,0.8403,High
43459,0.8403,High
17382,0.8403,High
24175,0.8402,High
48395,0.8402,High
40764,0.8401,High
15583,0.8401,High
46065,0.8401,High
27242,0.8401,High
48419,0.8401,High
7460,0.84,High
24767,0.84,High
8192,0.84,High
10687,0.84,High
42349,0.8399,High
27618,0.8399,High
47609,0.8399,High
13622,0.8398,High
23359,0.8398,High
31714,0.8398,High
40404,0.8398,High
16270,0.8398,High
18371,0.8397,High
23738,0.8397,High
6139,0.8397,High
50391,0.8396,High
20484,0.8396,High
39956,0.8396,High
7184,0.8396,High
3894,0.8396,High
26165,0.8396,High
15390,0.8396,High
2545,0.8395,High
27294,0.8395,High
10396,0.8394,High
45893,0.8394,High
7886,0.8394,High
38931,0.8394,High
49105,0.8393,High
18853,0.8393,High
38742,0.8393,High
42277,0.8393,High
13975,0.8393,High
2363,0.8393,High
15450,0.8392,High
48510,0.8392,High
20779,0.8391,High
895,0.8391,High
34934,0.8391,High
44368,0.839,High
32320,0.839,High
2086,0.839,High
1941,0.839,High
51055,0.839,High
23850,0.839,High
17384,0.8389,High
2366,0.8389,High
1977,0.8389,High
28822,0.8389,High
3910,0.8388,High
13313,0.8388,High
14658,0.8388,High
43124,0.8388,High
663,0.8387,High
790,0.8387,High
5922,0.8387,High
33684,0.8387,High
32535,0.8387,High
20025,0.8386,High
21243,0.8385,High
29542,0.8385,High
5949,0.8385,High
24930,0.8385,High
11167,0.8385,High
29746,0.8385,High
33449,0.8385,High
23143,0.8385,High
49612,0.8384,High
7477,0.8384,High
27919,0.8384,High
21310,0.8384,High
35737,0.8384,High
4723,0.8384,High
14712,0.8384,High
23034,0.8383,High
47753,0.8383,High
32018,0.8382,High
6454,0.8382,High
14543,0.8382,High
24006,0.8382,High
1787,0.8382,High
40800,0.8382,High
13587,0.8382,High
27443,0.8381,High
4705,0.8381,High
4424,0.8381,High
48796,0.8381,High
14080,0.8381,High
3584,0.838,High
25626,0.838,High
29643,0.838,High
27964,0.838,High
9874,0.8379,High
26228,0.8379,High
34005,0.8379,High
31348,0.8379,High
38317,0.8378,High
36614,0.8378,High
15929,0.8378,High
30501,0.8378,High
47151,0.8378,High
36075,0.8378,High
49588,0.8378,High
10943,0.8378,High
23623,0.8378,High
46528,0.8377,High
29330,0.8377,High
31757,0.8377,High
49376,0.8376,High
23018,0.8376,High
51880,0.8376,High
20544,0.8376,High
19346,0.8375,High
18941,0.8375,High
24895,0.8375,High
7319,0.8374,High
3055,0.8374,High
40097,0.8374,High
10077,0.8374,High
38048,0.8373,High
7854,0.8373,High
10845,0.8373,High
22887,0.8373,High
20639,0.8373,High
40960,0.8373,High
6404,0.8372,High
18346,0.8372,High
44202,0.8371,High
36072,0.8371,High
25128,0.8371,High
19802,0.8371,High
23287,0.8371,High
50519,0.837,High
3490,0.837,High
7280,0.837,High
37602,0.837,High
33784,0.837,High
17835,0.837,High
15391,0.8369,High
23992,0.8369,High
10282,0.8369,High
34128,0.8369,High
16035,0.8368,High
19992,0.8368,High
48288,0.8368,High
39412,0.8368,High
24015,0.8368,High
18924,0.8368,High
11535,0.8367,High
14980,0.8366,High
40740,0.8366,High
36881,0.8366,High
46812,0.8366,High
47827,0.8366,High
51101,0.8366,High
42863,0.8365,High
31108,0.8364,High
8549,0.8364,High
32090,0.8364,High
21972,0.8364,High
28172,0.8364,High
45817,0.8364,High
42149,0.8364,High
1084,0.8364,High
32659,0.8363,High
1634,0.8363,High
16649,0.8363,High
51224,0.8363,High
30552,0.8363,High
42333,0.8363,High
13628,0.8362,High
30544,0.8362,High
49962,0.8362,High
5598,0.8362,High
41773,0.8362,High
19288,0.8362,High
37460,0.8361,High
40478,0.8361,High
22286,0.8361,High
34276,0.836,High
22973,0.836,High
37540,0.836,High
45213,0.8359,High
43930,0.8359,High
14652,0.8359,High
51176,0.8358,High
34166,0.8358,High
13282,0.8358,High
14180,0.8357,High
4651,0.8356,High
10572,0.8356,High
48379,0.8355,High
4369,0.8355,High
42456,0.8355,High
26318,0.8355,High
9164,0.8354,High
49991,0.8354,High
43441,0.8354,High
44881,0.8354,High
25010,0.8354,High
5587,0.8354,High
42540,0.8354,High
44691,0.8354,High
839,0.8353,High
38568,0.8353,High
37920,0.8353,High
37071,0.8353,High
50060,0.8353,High
49617,0.8353,High
28925,0.8353,High
28482,0.8352,High
273,0.8352,High
23055,0.8352,High
29331,0.8352,High
19666,0.8352,High
30930,0.8352,High
40955,0.8352,High
14971,0.8352,High
10264,0.8352,High
10851,0.8351,High
38356,0.8351,High
1055,0.8351,High
38126,0.8351,High
36152,0.8351,High
35854,0.835,High
39178,0.835,High
24218,0.835,High
7245,0.835,High
5623,0.8349,High
49710,0.8349,High
31309,0.8349,High
32273,0.8349,High
606,0.8348,High
9832,0.8348,High
6609,0.8348,High
13234,0.8348,High
45553,0.8348,High
50456,0.8347,High
41177,0.8347,High
20963,0.8346,High
6087,0.8346,High
29706,0.8346,High
30486,0.8345,High
42646,0.8345,High
19728,0.8345,High
11275,0.8345,High
929,0.8345,High
8553,0.8344,High
50692,0.8344,High
37924,0.8343,High
47248,0.8343,High
10680,0.8343,High
1797,0.8342,High
3536,0.8342,High
31768,0.8342,High
30338,0.8342,High
20455,0.8342,High
12700,0.8342,High
32652,0.8342,High
42549,0.8342,High
48549,0.834,High
19733,0.834,High
25039,0.8339,High
34622,0.8338,High
31830,0.8338,High
41040,0.8338,High
4502,0.8338,High
4753,0.8338,High
42234,0.8338,High
6234,0.8337,High
31474,0.8337,High
6471,0.8337,High
5639,0.8336,High
20914,0.8336,High
17989,0.8336,High
22394,0.8335,High
44981,0.8334,High
20947,0.8334,High
8432,0.8333,High
23053,0.8333,High
51422,0.8333,High
22674,0.8333,High
2970,0.8333,High
22995,0.8333,High
45471,0.8332,High
21276,0.8332,High
7335,0.8331,High
34275,0.8331,High
2734,0.833,High
40853,0.833,High
10267,0.833,High
46464,0.8329,High
37148,0.8329,High
3426,0.8329,High
775,0.8329,High
36917,0.8329,High
47349,0.8329,High
49213,0.8329,High
45840,0.8328,High
4750,0.8328,High
7142,0.8328,High
51515,0.8328,High
27931,0.8328,High
47017,0.8327,High
45835,0.8327,High
41034,0.8327,High
25607,0.8327,High
16471,0.8327,High
14168,0.8326,High
34879,0.8326,High
37739,0.8325,High
51847,0.8325,High
6395,0.8325,High
25823,0.8325,High
51744,0.8325,High
43176,0.8325,High
26316,0.8325,High
47835,0.8325,High
50793,0.8325,High
24349,0.8324,High
26504,0.8324,High
28902,0.8323,High
6525,0.8323,High
51563,0.8323,High
19763,0.8323,High
9395,0.8323,High
10908,0.8322,High
46028,0.8321,High
656,0.8321,High
37702,0.8321,High
21492,0.8321,High
51985,0.832,High
42558,0.832,High
13553,0.832,High
2476,0.832,High
21401,0.832,High
40801,0.832,High
32531,0.8319,High
21518,0.8318,High
23450,0.8318,High
13196,0.8318,High
17780,0.8318,High
9006,0.8318,High
6354,0.8317,High
35535,0.8317,High
36780,0.8317,High
14561,0.8317,High
4609,0.8317,High
8470,0.8317,High
21882,0.8317,High
49589,0.8316,High
6244,0.8316,High
47961,0.8315,High
32393,0.8315,High
47289,0.8315,High
48587,0.8315,High
44567,0.8315,High
17462,0.8314,High
12059,0.8314,High
10256,0.8314,High
46389,0.8314,High
1848,0.8314,High
14174,0.8314,High
18393,0.8314,High
16592,0.8313,High
30360,0.8313,High
3105,0.8313,High
7257,0.8313,High
13016,0.8313,High
27341,0.8313,High
47826,0.8312,High
14172,0.8312,High
28960,0.8312,High
47128,0.8312,High
15624,0.8312,High
48917,0.8312,High
20805,0.8311,High
15965,0.8311,High
24487,0.831,High
15686,0.831,High
21087,0.831,High
31270,0.831,High
44184,0.8309,High
29247,0.8309,High
46174,0.8309,High
32672,0.8309,High
28618,0.8309,High
262,0.8309,High
51382,0.8309,High
40796,0.8309,High
5178,0.8308,High
3309,0.8308,High
530,0.8308,High
37400,0.8308,High
15644,0.8308,High
34473,0.8307,High
21041,0.8307,High
49490,0.8307,High
47450,0.8307,High
31046,0.8307,High
41373,0.8307,High
50275,0.8306,High
25770,0.8305,High
27107,0.8305,High
33321,0.8305,High
17803,0.8305,High
15748,0.8305,High
24761,0.8305,High
19736,0.8304,High
25888,0.8304,High
24170,0.8304,High
32632,0.8304,High
35534,0.8304,High
24035,0.8304,High
32962,0.8304,High
25778,0.8303,High
45940,0.8303,High
51843,0.8303,High
17078,0.8303,High
47812,0.8303,High
42182,0.8302,High
41966,0.8302,High
34208,0.8302,High
7061,0.8302,High
615,0.8301,High
48043,0.8301,High
41317,0.8301,High
22421,0.8301,High
39620,0.83,High
45198,0.83,High
13504,0.83,High
41176,0.8299,High
47744,0.8299,High
9795,0.8299,High
28837,0.8299,High
5324,0.8298,High
19739,0.8298,High
28948,0.8298,High
37096,0.8298,High
42583,0.8298,High
9182,0.8297,High
12522,0.8297,High
43112,0.8297,High
10181,0.8297,High
20101,0.8296,High
14753,0.8296,High
35617,0.8296,High
34700,0.8296,High
4620,0.8296,High
16670,0.8295,High
17453,0.8295,High
31943,0.8295,High
9117,0.8295,High
7877,0.8295,High
9167,0.8295,High
38499,0.8294,High
3215,0.8294,High
48008,0.8294,High
38651,0.8294,High
5019,0.8293,High
42709,0.8293,High
28200,0.8293,High
20880,0.8293,High
15667,0.8292,High
35988,0.8292,High
51633,0.8291,High
19785,0.8291,High
50132,0.8291,High
12786,0.8291,High
1293,0.829,High
46310,0.829,High
34467,0.829,High
42966,0.8289,High
43138,0.8289,High
24323,0.8289,High
51174,0.8288,High
1493,0.8288,High
14486,0.8287,High
40086,0.8287,High
26662,0.8287,High
44648,0.8286,High
26292,0.8286,High
18196,0.8286,High
46839,0.8286,High
33226,0.8286,High
11391,0.8285,High
48714,0.8285,High
21129,0.8285,High
861,0.8285,High
18808,0.8284,High
17439,0.8284,High
38460,0.8284,High
20962,0.8284,High
20342,0.8284,High
28939,0.8283,High
9907,0.8283,High
39715,0.8282,High
50883,0.8282,High
32653,0.8282,High
5863,0.8282,High
36789,0.8282,High
6357,0.8281,High
39785,0.8281,High
29186,0.8281,High
16320,0.8281,High
11516,0.828,High
6004,0.828,High
19263,0.828,High
38066,0.828,High
7371,0.828,High
28507,0.8279,High
3197,0.8278,High
37890,0.8278,High
14155,0.8278,High
2566,0.8277,High
31381,0.8277,High
50722,0.8277,High
45114,0.8277,High
47105,0.8277,High
12778,0.8276,High
2587,0.8276,High
23269,0.8275,High
1369,0.8275,High
10797,0.8275,High
36315,0.8275,High
11771,0.8275,High
13563,0.8275,High
50730,0.8275,High
18398,0.8274,High
43319,0.8274,High
48755,0.8273,High
24069,0.8273,High
46251,0.8273,High
28044,0.8273,High
49831,0.8273,High
34230,0.8272,High
43466,0.8272,High
24463,0.8272,High
51749,0.8272,High
26282,0.8271,High
1908,0.8271,High
28135,0.8271,High
47793,0.8271,High
18819,0.8271,High
888,0.8271,High
8799,0.8271,High
26233,0.8271,High
44106,0.8271,High
482,0.827,High
3690,0.827,High
26533,0.827,High
12813,0.827,High
8121,0.827,High
36772,0.827,High
35357,0.827,High
12695,0.8269,High
50206,0.8269,High
18562,0.8269,High
19029,0.8269,High
25009,0.8268,High
27000,0.8268,High
1515,0.8267,High
50155,0.8267,High
20065,0.8267,High
31750,0.8267,High
15073,0.8267,High
24128,0.8266,High
17664,0.8266,High
30849,0.8266,High
48140,0.8266,High
50271,0.8266,High
1210,0.8265,High
44063,0.8265,High
12517,0.8264,High
9149,0.8264,High
44478,0.8264,High
30406,0.8264,High
37364,0.8263,High
18965,0.8263,High
23019,0.8263,High
36053,0.8263,High
37292,0.8263,High
12070,0.8263,High
24715,0.8262,High
47479,0.8262,High
3728,0.8262,High
40598,0.8262,High
43666,0.8262,High
18236,0.8262,High
20359,0.8261,High
5500,0.8261,High
28347,0.8261,High
32622,0.826,High
46942,0.826,High
27759,0.826,High
16711,0.8259,High
48552,0.8259,High
14953,0.8259,High
4787,0.8259,High
15133,0.8259,High
11584,0.8259,High
28096,0.8259,High
30811,0.8259,High
34315,0.8258,High
18717,0.8258,High
1565,0.8258,High
28650,0.8257,High
1804,0.8257,High
39687,0.8256,High
21211,0.8256,High
23996,0.8256,High
41095,0.8256,High
44949,0.8256,High
38693,0.8255,High
51069,0.8255,High
20063,0.8255,High
48793,0.8255,High
51393,0.8255,High
48207,0.8255,High
34072,0.8255,High
7110,0.8254,High
47097,0.8254,High
41654,0.8254,High
4517,0.8254,High
23746,0.8254,High
46559,0.8253,High
33099,0.8253,High
3452,0.8252,High
9428,0.8252,High
7085,0.8252,High
21352,0.8252,High
34345,0.8252,High
6169,0.8252,High
1026,0.8252,High
28286,0.8252,High
20447,0.8251,High
3884,0.8251,High
5955,0.8251,High
30132,0.8251,High
3142,0.825,High
29600,0.8249,High
44885,0.8249,High
89,0.8249,High
49861,0.8249,High
37952,0.8248,High
13926,0.8248,High
50130,0.8248,High
50085,0.8248,High
49305,0.8247,High
49543,0.8247,High
30137,0.8246,High
51295,0.8246,High
26907,0.8246,High
36146,0.8246,High
24792,0.8246,High
5165,0.8246,High
50553,0.8246,High
48235,0.8246,High
2026,0.8246,High
23174,0.8246,High
43602,0.8245,High
9578,0.8245,High
7600,0.8245,High
10630,0.8245,High
20338,0.8245,High
20467,0.8244,High
40522,0.8244,High
38777,0.8244,High
32359,0.8244,High
10467,0.8244,High
20010,0.8244,High
47807,0.8243,High
45631,0.8243,High
37818,0.8243,High
31028,0.8243,High
13133,0.8242,High
7128,0.8242,High
18608,0.8242,High
48368,0.8242,High
38710,0.8242,High
36959,0.8241,High
37776,0.8241,High
48209,0.824,High
31076,0.824,High
47244,0.8239,High
8477,0.8239,High
18606,0.8239,High
45041,0.8238,High
8474,0.8238,High
14251,0.8237,High
12677,0.8236,High
679,0.8235,High
16550,0.8235,High
31572,0.8235,High
4905,0.8235,High
39407,0.8234,High
23194,0.8234,High
46683,0.8233,High
17099,0.8233,High
16467,0.8233,High
45005,0.8233,High
37473,0.8232,High
51340,0.8232,High
641,0.8232,High
40171,0.8231,High
25537,0.8231,High
49138,0.8231,High
13253,0.8231,High
50554,0.823,High
15466,0.823,High
7525,0.8229,High
9783,0.8229,High
42046,0.8229,High
46636,0.8229,High
10271,0.8228,High
31647,0.8228,High
32885,0.8228,High
4778,0.8228,High
35330,0.8228,High
7748,0.8227,High
11130,0.8227,High
45113,0.8227,High
15647,0.8227,High
18231,0.8227,High
50968,0.8226,High
5935,0.8226,High
44915,0.8226,High
31218,0.8226,High
10868,0.8225,High
24695,0.8224,High
4910,0.8224,High
49462,0.8224,High
49780,0.8223,High
43147,0.8223,High
7558,0.8223,High
26942,0.8223,High
43398,0.8223,High
30059,0.8222,High
22340,0.8222,High
22064,0.8222,High
16033,0.8221,High
46816,0.8221,High
41710,0.8221,High
50518,0.822,High
25545,0.822,High
18029,0.822,High
24446,0.8219,High
8330,0.8219,High
10659,0.8219,High
19760,0.8218,High
18126,0.8218,High
7301,0.8218,High
41492,0.8218,High
39959,0.8218,High
29234,0.8218,High
11005,0.8217,High
8562,0.8217,High
29574,0.8216,High
29942,0.8215,High
13129,0.8215,High
6391,0.8215,High
32157,0.8215,High
14110,0.8214,High
26279,0.8214,High
32969,0.8213,High
25420,0.8212,High
43780,0.8212,High
18791,0.8212,High
50720,0.8212,High
247,0.8212,High
14707,0.8212,High
18663,0.8212,High
17655,0.8211,High
40506,0.8211,High
34504,0.821,High
1012,0.821,High
22793,0.8209,High
34351,0.8209,High
38334,0.8208,High
44219,0.8208,High
31099,0.8208,High
7603,0.8207,High
11311,0.8207,High
19378,0.8207,High
33924,0.8206,High
23379,0.8206,High
8658,0.8206,High
11817,0.8205,High
882,0.8205,High
37937,0.8204,High
29579,0.8204,High
34423,0.8204,High
1743,0.8204,High
18166,0.8203,High
16742,0.8203,High
31625,0.8203,High
47174,0.8203,High
50038,0.8203,High
38788,0.8202,High
32863,0.8201,High
28544,0.8201,High
29094,0.8201,High
11254,0.8201,High
29476,0.8201,High
43690,0.82,High
40718,0.8199,High
44828,0.8199,High
46403,0.8199,High
7157,0.8199,High
21009,0.8199,High
26574,0.8198,High
34704,0.8198,High
21227,0.8197,High
47521,0.8197,High
21475,0.8197,High
3322,0.8197,High
30618,0.8197,High
15027,0.8196,High
2227,0.8196,High
43708,0.8195,High
23625,0.8195,High
48325,0.8194,High
22846,0.8194,High
47117,0.8194,High
15922,0.8193,High
30829,0.8193,High
43529,0.8193,High
3698,0.8193,High
5630,0.8193,High
40541,0.8192,High
22564,0.8192,High
40361,0.8191,High
30648,0.819,High
2409,0.8189,High
51446,0.8189,High
22487,0.8188,High
42305,0.8188,High
26094,0.8188,High
3553,0.8188,High
16570,0.8188,High
40088,0.8188,High
9731,0.8188,High
8022,0.8187,High
44953,0.8187,High
45857,0.8186,High
47259,0.8186,High
12939,0.8186,High
6385,0.8186,High
6818,0.8185,High
629,0.8184,High
22214,0.8184,High
26350,0.8184,High
4029,0.8184,High
17493,0.8184,High
48632,0.8184,High
29556,0.8184,High
1824,0.8184,High
48515,0.8183,High
18054,0.8183,High
44443,0.8183,High
48785,0.8183,High
11530,0.8182,High
24988,0.8182,High
10519,0.8182,High
22989,0.8181,High
3391,0.8181,High
42239,0.8181,High
4747,0.8181,High
2254,0.8181,High
3720,0.8181,High
24415,0.818,High
31794,0.818,High
32450,0.818,High
16377,0.8179,High
34242,0.8179,High
44108,0.8179,High
51301,0.8179,High
36000,0.8178,High
6371,0.8178,High
25638,0.8178,High
30745,0.8178,High
48866,0.8178,High
17213,0.8178,High
35725,0.8177,High
22296,0.8177,High
7674,0.8177,High
2868,0.8177,High
24664,0.8177,High
6836,0.8177,High
35076,0.8177,High
37097,0.8176,High
45166,0.8176,High
6873,0.8176,High
1136,0.8175,High
38154,0.8175,High
10879,0.8175,High
15378,0.8174,High
21761,0.8174,High
2340,0.8174,High
18408,0.8174,High
11542,0.8174,High
12304,0.8174,High
20665,0.8173,High
23498,0.8173,High
2971,0.8173,High
26105,0.8173,High
31848,0.8172,High
3028,0.8172,High
45850,0.8172,High
46706,0.8171,High
22705,0.8171,High
10452,0.8171,High
48384,0.8171,High
34472,0.8171,High
16407,0.8171,High
18750,0.8171,High
42870,0.8171,High
29554,0.817,High
20468,0.817,High
42531,0.8169,High
41382,0.8168,High
34152,0.8168,High
41111,0.8167,High
50549,0.8167,High
14432,0.8167,High
43721,0.8166,High
6635,0.8166,High
871,0.8166,High
44725,0.8165,High
26575,0.8165,High
30305,0.8164,High
1163,0.8164,High
23239,0.8164,High
19691,0.8164,High
10622,0.8164,High
24581,0.8163,High
30634,0.8163,High
7496,0.8163,High
9446,0.8163,High
6663,0.8163,High
33105,0.8162,High
18597,0.8162,High
21220,0.8162,High
2353,0.8161,High
20768,0.8161,High
23175,0.8161,High
36932,0.8161,High
38834,0.8161,High
28148,0.816,High
27838,0.816,High
16528,0.816,High
28565,0.816,High
3760,0.8159,High
50983,0.8159,High
41063,0.8158,High
26855,0.8158,High
51665,0.8158,High
24771,0.8158,High
41757,0.8158,High
7099,0.8158,High
12750,0.8157,High
29867,0.8157,High
27336,0.8156,High
24422,0.8155,High
30329,0.8155,High
40552,0.8155,High
4072,0.8155,High
30489,0.8155,High
9831,0.8155,High
11874,0.8154,High
43798,0.8154,High
30649,0.8154,High
9129,0.8154,High
20148,0.8154,High
21883,0.8153,High
39403,0.8153,High
14943,0.8153,High
39182,0.8152,High
9436,0.8152,High
43730,0.8152,High
14055,0.8152,High
11998,0.8152,High
30418,0.8151,High
28330,0.8151,High
38857,0.8151,High
41660,0.8151,High
3098,0.8151,High
16457,0.815,High
42168,0.8149,High
42460,0.8149,High
49753,0.8149,High
25051,0.8148,High
34556,0.8148,High
17391,0.8148,High
13767,0.8148,High
22574,0.8148,High
43155,0.8147,High
24085,0.8147,High
10574,0.8147,High
10207,0.8147,High
26145,0.8147,High
15844,0.8147,High
4962,0.8146,High
7356,0.8146,High
15871,0.8145,High
46575,0.8145,High
