customer_id,last_transaction_date,frequency,monetary,recency_days,subscription_status,R_score,F_score,M_score,rfm_score,segment
12797,2025-08-19,3.0,52.47,13.0,Active,4,3,2,9,Potential Loyal
12798,2025-08-10,22.0,1099.78,22.0,Active,4,5,5,14,VIP
12799,2024-12-03,1.0,215.89,272.0,Active,1,1,4,6,Dormant
12800,2025-06-23,6.0,299.94,70.0,Cancelled,2,3,5,10,Lost
12801,2025-08-23,2.0,44.98,9.0,Active,5,2,1,8,New
12802,2025-02-05,1.0,539.89,208.0,Active,2,1,5,8,Dormant
12803,2025-09-01,20.0,199.8,0.0,Active,5,5,4,14,VIP
12804,2025-08-12,18.0,161.82,20.0,Active,4,5,3,12,Loyal
12805,2025-08-21,8.0,79.92,11.0,Active,5,4,2,11,Potential Loyal
12806,2025-03-20,2.0,431.78,165.0,Active,2,2,5,9,Dormant
12807,2025-08-21,2.0,79.98,11.0,Active,5,2,2,9,New
12808,2025-07-17,1.0,539.89,46.0,Active,3,1,5,9,Potential Loyal
12809,2025-09-01,2.0,13.98,0.0,Active,5,2,1,8,New
12810,2025-08-15,15.0,149.85,17.0,Active,4,5,3,12,Loyal
12811,2025-05-15,3.0,23.97,109.0,Cancelled,2,3,1,6,Lost
12812,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
12813,2024-05-04,8.0,115.12,485.0,Cancelled,1,4,3,8,Lost
12814,2025-08-23,16.0,159.84,9.0,Active,5,5,3,13,Loyal
12815,2025-07-05,15.0,167.85,58.0,Active,3,5,3,11,Loyal
12816,2024-09-20,3.0,29.97,346.0,Cancelled,1,3,1,5,Lost
12817,2025-08-05,1.0,24.99,27.0,Active,3,1,1,5,Potential Loyal
12818,2025-06-03,1.0,172.69,90.0,Active,2,1,4,7,Dormant
12819,2025-08-16,13.0,129.87,16.0,Active,4,5,3,12,Loyal
12820,2025-08-11,9.0,89.91,21.0,Active,4,4,2,10,Potential Loyal
12821,2025-01-24,11.0,109.89,220.0,Cancelled,2,4,3,9,Lost
12822,2025-05-10,2.0,172.58,114.0,Active,2,2,3,7,Dormant
12823,2023-11-05,1.0,269.89,666.0,Cancelled,1,1,4,6,Lost
12824,2025-01-28,1.0,138.13,216.0,Active,2,1,3,6,Dormant
12825,2025-08-05,7.0,59.43,27.0,Active,3,4,2,9,Potential Loyal
12826,2025-05-30,1.0,86.29,94.0,Active,2,1,2,5,Dormant
12827,2025-08-18,2.0,31.98,14.0,Active,4,2,1,7,New
12828,2025-04-26,14.0,279.85999999999996,128.0,Cancelled,2,5,5,12,Lost
12829,2025-08-30,6.0,59.94,2.0,Active,5,3,2,10,Potential Loyal
12830,2025-01-08,2.0,1079.78,236.0,Active,2,2,5,9,Dormant
12831,2025-08-18,14.0,125.86,14.0,Active,4,5,3,12,Loyal
12832,2024-11-04,1.0,107.89,301.0,Active,1,1,3,5,Dormant
12833,2025-08-11,22.0,384.78,21.0,Active,4,5,5,14,VIP
12834,2025-08-21,20.0,349.79999999999995,11.0,Active,5,5,5,15,VIP
12835,2024-07-04,3.0,59.97,424.0,Cancelled,1,3,2,6,Lost
12836,2025-07-26,17.0,361.08,37.0,Active,3,5,5,13,Loyal
12837,2025-07-25,1.0,172.69,38.0,Active,3,1,4,8,Potential Loyal
12838,2025-05-19,2.0,345.38,105.0,Active,2,2,5,9,Dormant
12839,2025-08-21,10.0,99.9,11.0,Active,5,4,2,11,Potential Loyal
12840,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
12841,2025-07-07,8.0,127.92,56.0,Active,3,4,3,10,Loyal
12842,2025-08-16,11.0,467.39000000000004,16.0,Active,4,4,5,13,VIP
12843,2025-08-22,2.0,19.98,10.0,Active,5,2,1,8,New
12844,2025-07-19,17.0,382.33,44.0,Active,3,5,5,13,Loyal
12845,2025-02-17,2.0,215.78,196.0,Active,2,2,4,8,Dormant
12846,2024-11-17,1.0,75.49,288.0,Active,1,1,2,4,Dormant
12847,2024-09-02,1.0,172.69,364.0,Cancelled,1,1,4,6,Lost
12848,2025-06-04,2.0,19.98,89.0,Cancelled,2,2,1,5,Lost
12849,2024-10-12,2.0,345.38,324.0,Active,1,2,5,8,Dormant
12850,2025-01-12,1.0,172.69,232.0,Active,2,1,4,7,Dormant
12851,2025-08-10,6.0,95.94,22.0,Active,4,3,2,9,Potential Loyal
12852,2025-08-16,1.0,21.24,16.0,Active,4,1,1,6,New
12853,2024-03-19,3.0,59.97,531.0,Cancelled,1,3,2,6,Lost
12854,2025-04-15,2.0,539.78,139.0,Active,2,2,5,9,Dormant
12855,2025-07-24,1.0,539.89,39.0,Active,3,1,5,9,Potential Loyal
12856,2025-08-18,8.0,159.92,14.0,Active,4,4,3,11,Loyal
12857,2025-08-29,22.0,246.17999999999998,3.0,Active,5,5,4,14,VIP
12858,2025-08-08,21.0,524.79,24.0,Active,3,5,5,13,Loyal
12859,2025-04-28,1.0,431.89,126.0,Active,2,1,5,8,Dormant
12860,2024-12-09,1.0,172.69,266.0,Active,1,1,4,6,Dormant
12861,2025-08-05,9.0,89.91,27.0,Active,3,4,2,9,Potential Loyal
12862,2025-06-23,1.0,155.41,70.0,Active,2,1,3,6,Dormant
12863,2025-08-03,13.0,166.26999999999998,29.0,Active,3,5,3,11,Loyal
12864,2024-05-01,4.0,69.96,488.0,Cancelled,1,3,2,6,Lost
12865,2025-01-09,1.0,229.39,235.0,Active,2,1,4,7,Dormant
12866,2025-07-25,2.0,13.98,38.0,Active,3,2,1,6,Potential Loyal
12867,2024-05-30,2.0,25.58,459.0,Cancelled,1,2,1,4,Lost
12868,2025-04-23,3.0,119.97,131.0,Cancelled,2,3,3,8,Lost
12869,2025-01-24,2.0,172.58,220.0,Active,2,2,3,7,Dormant
12870,2025-08-04,18.0,244.62,28.0,Active,3,5,4,12,Loyal
12871,2025-08-05,2.0,34.98,27.0,Active,3,2,1,6,Potential Loyal
12872,2023-12-25,1.0,86.29,616.0,Cancelled,1,1,2,4,Lost
12873,2024-09-25,2.0,310.82,341.0,Active,1,2,5,8,Dormant
12874,2025-08-19,5.0,87.44999999999999,13.0,Active,4,3,2,9,Potential Loyal
12875,2025-07-16,2.0,485.78,47.0,Active,3,2,5,10,Potential Loyal
12876,2025-08-05,12.0,153.48,27.0,Active,3,4,3,10,Loyal
12877,2025-05-07,1.0,269.89,117.0,Active,2,1,4,7,Dormant
12878,2025-02-17,2.0,194.18,196.0,Active,2,2,4,8,Dormant
12879,2025-08-31,8.0,127.92,1.0,Active,5,4,3,12,Loyal
12880,2024-10-06,5.0,49.95,330.0,Cancelled,1,3,1,5,Lost
12881,2024-12-11,2.0,345.38,264.0,Active,1,2,5,8,Dormant
12882,2025-04-27,3.0,23.97,127.0,Cancelled,2,3,1,6,Lost
12883,2025-08-06,14.0,139.86,26.0,Active,3,5,3,11,Loyal
12884,2025-06-16,1.0,107.89,77.0,Active,2,1,3,6,Dormant
12885,2025-07-16,1.0,97.09,47.0,Active,3,1,2,6,Potential Loyal
12886,2025-08-04,3.0,33.57,28.0,Active,3,3,1,7,Potential Loyal
12887,2024-06-15,1.0,269.89,443.0,Cancelled,1,1,4,6,Lost
12888,2025-08-30,16.0,179.04,2.0,Active,5,5,4,14,VIP
12889,2025-08-30,3.0,74.97,2.0,Active,5,3,2,10,Potential Loyal
12890,2025-08-23,7.0,93.93,9.0,Active,5,4,2,11,Potential Loyal
12891,2025-07-09,5.0,49.95,54.0,Active,3,3,1,7,Potential Loyal
12892,2025-05-23,1.0,269.89,101.0,Active,2,1,4,7,Dormant
12893,2025-08-03,15.0,239.85,29.0,Active,3,5,4,12,Loyal
12894,2023-12-26,1.0,97.09,615.0,Active,1,1,2,4,Dormant
12895,2025-08-14,7.0,349.93,18.0,Active,4,4,5,13,VIP
12896,2024-12-24,1.0,242.89,251.0,Active,1,1,4,6,Dormant
12897,2025-08-27,14.0,139.86,5.0,Active,5,5,3,13,Loyal
12898,2025-08-18,8.0,67.92,14.0,Active,4,4,2,10,Potential Loyal
12899,2025-08-29,5.0,44.95,3.0,Active,5,3,1,9,Potential Loyal
12900,2025-08-30,14.0,629.86,2.0,Active,5,5,5,15,VIP
12901,2024-09-08,6.0,59.94,358.0,Cancelled,1,3,2,6,Lost
12902,2025-08-19,6.0,67.14,13.0,Active,4,3,2,9,Potential Loyal
12903,2025-04-28,1.0,107.89,126.0,Cancelled,2,1,3,6,Lost
12904,2025-08-06,1.0,377.89,26.0,Active,3,1,5,9,Potential Loyal
12905,2024-01-21,1.0,107.89,589.0,Cancelled,1,1,3,5,Lost
12906,2025-06-29,1.0,86.29,64.0,Active,3,1,2,6,Potential Loyal
12907,2025-04-15,1.0,215.89,139.0,Active,2,1,4,7,Dormant
12908,2025-03-07,1.0,172.69,178.0,Active,2,1,4,7,Dormant
12909,2025-08-31,15.0,149.85,1.0,Active,5,5,3,13,Loyal
12910,2025-08-13,24.0,383.76,19.0,Active,4,5,5,14,VIP
12911,2025-07-26,8.0,279.92,37.0,Active,3,4,5,12,Loyal
12912,2025-03-13,10.0,99.9,172.0,Cancelled,2,4,2,8,Lost
12913,2025-04-15,11.0,158.29000000000002,139.0,Cancelled,2,4,3,9,Lost
12914,2025-08-20,2.0,13.98,12.0,Active,4,2,1,7,New
12915,2025-08-18,20.0,399.79999999999995,14.0,Active,4,5,5,14,VIP
12916,2025-08-24,2.0,22.38,8.0,Active,5,2,1,8,New
12917,2024-10-26,1.0,120.85,310.0,Active,1,1,3,5,Dormant
12918,2025-06-29,2.0,34.98,64.0,Cancelled,3,2,1,6,Potential Loyal
12919,2025-06-09,13.0,90.87,84.0,Cancelled,2,5,2,9,Lost
12920,2025-01-22,1.0,172.69,222.0,Active,2,1,4,7,Dormant
12921,2025-08-29,10.0,69.9,3.0,Active,5,4,2,11,Potential Loyal
12922,2025-07-19,1.0,138.13,44.0,Active,3,1,3,7,Potential Loyal
12923,2025-02-17,2.0,431.78,196.0,Active,2,2,5,9,Dormant
12924,2025-03-11,2.0,150.98,174.0,Active,2,2,3,7,Dormant
12925,2025-08-03,1.0,9.99,29.0,Active,3,1,1,5,Potential Loyal
12926,2025-08-27,20.0,223.79999999999998,5.0,Active,5,5,4,14,VIP
12927,2025-08-26,3.0,136.67000000000002,6.0,Active,5,3,3,11,Loyal
12928,2025-08-22,21.0,367.28999999999996,10.0,Active,5,5,5,15,VIP
12929,2024-11-15,2.0,150.98,290.0,Active,1,2,3,6,Dormant
12930,2025-08-26,8.0,67.92,6.0,Active,5,4,2,11,Potential Loyal
12931,2024-11-28,1.0,107.89,277.0,Active,1,1,3,5,Dormant
12932,2025-08-10,8.0,199.92,22.0,Active,4,4,4,12,VIP
12933,2025-08-31,12.0,299.88,1.0,Active,5,4,5,14,VIP
12934,2025-04-01,1.0,155.41,153.0,Active,2,1,3,6,Dormant
12935,2025-08-27,1.0,44.99,5.0,Active,5,1,1,7,New
12936,2025-09-01,16.0,159.84,0.0,Active,5,5,3,13,Loyal
12937,2025-06-15,2.0,215.78,78.0,Active,2,2,4,8,Dormant
12938,2025-06-15,2.0,215.78,78.0,Active,2,2,4,8,Dormant
12939,2025-08-12,5.0,224.95000000000002,20.0,Cancelled,4,3,4,11,Loyal
12940,2025-07-04,2.0,345.38,59.0,Active,3,2,5,10,Potential Loyal
12941,2025-08-18,7.0,69.93,14.0,Active,4,4,2,10,Potential Loyal
12942,2025-08-11,12.0,95.88,21.0,Active,4,4,2,10,Potential Loyal
12943,2025-08-03,7.0,78.33,29.0,Active,3,4,2,9,Potential Loyal
12944,2025-08-22,3.0,40.769999999999996,10.0,Active,5,3,1,9,Potential Loyal
12945,2024-11-03,1.0,146.77,302.0,Active,1,1,3,5,Dormant
12946,2024-10-06,1.0,485.89,330.0,Active,1,1,5,7,Dormant
12947,2025-08-24,15.0,134.85,8.0,Active,5,5,3,13,Loyal
12948,2025-08-31,11.0,98.89,1.0,Active,5,4,2,11,Potential Loyal
12949,2024-10-25,7.0,95.13,311.0,Cancelled,1,4,2,7,Lost
12950,2025-08-01,3.0,149.97,31.0,Active,3,3,3,9,Loyal
12951,2025-08-04,2.0,431.78,28.0,Active,3,2,5,10,Potential Loyal
12952,2025-01-03,2.0,276.26,241.0,Active,2,2,5,9,Dormant
12953,2025-09-01,14.0,629.86,0.0,Active,5,5,5,15,VIP
12954,2024-11-17,1.0,91.69,288.0,Active,1,1,2,4,Dormant
12955,2025-07-15,1.0,107.89,48.0,Active,3,1,3,7,Potential Loyal
12956,2024-06-27,2.0,31.98,431.0,Cancelled,1,2,1,4,Lost
12957,2025-08-22,16.0,359.84,10.0,Active,5,5,5,15,VIP
12958,2025-08-13,13.0,649.87,19.0,Active,4,5,5,14,VIP
12959,2025-08-13,1.0,9.99,19.0,Active,4,1,1,6,New
12960,2025-09-01,4.0,51.16,0.0,Active,5,3,2,10,Potential Loyal
12961,2025-01-22,2.0,183.38,222.0,Active,2,2,4,8,Dormant
12962,2025-01-09,1.0,107.89,235.0,Cancelled,2,1,3,6,Lost
12963,2025-08-30,5.0,42.45,2.0,Active,5,3,1,9,Potential Loyal
12964,2025-08-15,5.0,224.95000000000002,17.0,Active,4,3,4,11,Loyal
12965,2025-08-12,10.0,69.9,20.0,Active,4,4,2,10,Potential Loyal
12966,2025-08-23,6.0,41.94,9.0,Active,5,3,1,9,Potential Loyal
12967,2025-08-17,6.0,95.94,15.0,Active,4,3,2,9,Potential Loyal
12968,2025-08-30,17.0,118.83,2.0,Active,5,5,3,13,Loyal
12969,2024-10-26,2.0,1079.78,310.0,Cancelled,1,2,5,8,Lost
12970,2025-08-15,13.0,292.37,17.0,Active,4,5,5,14,VIP
12971,2025-08-23,23.0,294.16999999999996,9.0,Active,5,5,5,15,VIP
12972,2025-08-04,11.0,109.89,28.0,Active,3,4,3,10,Loyal
12973,2025-05-24,1.0,269.89,100.0,Active,2,1,4,7,Dormant
12974,2025-08-31,4.0,27.96,1.0,Active,5,3,1,9,Potential Loyal
12975,2025-08-25,22.0,316.58000000000004,7.0,Active,5,5,5,15,VIP
12976,2025-08-30,21.0,209.79,2.0,Active,5,5,4,14,VIP
12977,2025-02-15,1.0,269.89,198.0,Active,2,1,4,7,Dormant
12978,2025-05-22,8.0,79.92,102.0,Cancelled,2,4,2,8,Lost
12979,2025-08-14,19.0,807.3100000000001,18.0,Active,4,5,5,14,VIP
12980,2025-05-10,1.0,172.69,114.0,Active,2,1,4,7,Dormant
12981,2025-03-21,2.0,276.26,164.0,Active,2,2,5,9,Dormant
12982,2023-11-18,1.0,107.89,653.0,Cancelled,1,1,3,5,Lost
12983,2025-08-04,5.0,124.94999999999999,28.0,Active,3,3,3,9,Loyal
12984,2025-08-03,6.0,95.94,29.0,Active,3,3,2,8,Potential Loyal
12985,2025-08-04,13.0,176.67,28.0,Active,3,5,4,12,Loyal
12986,2025-03-01,1.0,107.89,184.0,Active,2,1,3,6,Dormant
12987,2025-07-12,1.0,172.69,51.0,Active,3,1,4,8,Potential Loyal
12988,2025-08-25,22.0,351.78000000000003,7.0,Active,5,5,5,15,VIP
12989,2025-04-18,4.0,69.96,136.0,Cancelled,2,3,2,7,Lost
12990,2025-08-14,18.0,359.82,18.0,Active,4,5,5,14,VIP
12991,2025-08-31,11.0,467.39000000000004,1.0,Active,5,4,5,14,VIP
12992,2025-08-30,2.0,194.18,2.0,Active,5,2,4,11,New
12993,2024-10-04,3.0,23.97,332.0,Cancelled,1,3,1,5,Lost
12994,2025-02-26,2.0,194.18,187.0,Active,2,2,4,8,Dormant
12995,2025-08-06,4.0,79.96,26.0,Active,3,3,2,8,Potential Loyal
12996,2025-08-22,14.0,125.86,10.0,Active,5,5,3,13,Loyal
12997,2025-08-27,3.0,47.97,5.0,Active,5,3,1,9,Potential Loyal
12998,2025-07-10,2.0,917.78,53.0,Active,3,2,5,10,Potential Loyal
12999,2025-08-29,4.0,99.96,3.0,Active,5,3,2,10,Potential Loyal
13000,2025-05-22,5.0,99.94999999999999,102.0,Cancelled,2,3,2,7,Lost
13001,2025-08-27,13.0,176.67,5.0,Active,5,5,4,14,VIP
13002,2025-08-05,6.0,95.94,27.0,Cancelled,3,3,2,8,Potential Loyal
13003,2025-04-29,1.0,539.89,125.0,Active,2,1,5,8,Dormant
13004,2024-10-12,1.0,172.69,324.0,Active,1,1,4,6,Dormant
13005,2024-08-31,1.0,91.69,366.0,Cancelled,1,1,2,4,Lost
13006,2025-08-13,9.0,191.16,19.0,Active,4,4,4,12,VIP
13007,2025-08-18,9.0,89.91,14.0,Active,4,4,2,10,Potential Loyal
13008,2025-08-31,2.0,310.82,1.0,Active,5,2,5,12,New
13009,2025-04-11,1.0,86.29,143.0,Active,2,1,2,5,Dormant
13010,2025-08-12,2.0,215.78,20.0,Active,4,2,4,10,New
13011,2024-09-20,1.0,146.77,346.0,Active,1,1,3,5,Dormant
13012,2025-08-31,9.0,143.91,1.0,Active,5,4,3,12,Loyal
13013,2025-08-24,1.0,97.09,8.0,Cancelled,5,1,2,8,New
13014,2025-04-26,2.0,215.78,128.0,Active,2,2,4,8,Dormant
13015,2025-08-26,15.0,262.34999999999997,6.0,Active,5,5,4,14,VIP
13016,2024-11-12,9.0,179.91,293.0,Cancelled,1,4,4,9,Lost
13017,2025-08-26,7.0,111.93,6.0,Active,5,4,3,12,Loyal
13018,2024-10-18,2.0,22.38,318.0,Cancelled,1,2,1,4,Lost
13019,2025-08-29,10.0,99.9,3.0,Active,5,4,2,11,Potential Loyal
13020,2025-03-10,2.0,215.78,175.0,Cancelled,2,2,4,8,Lost
13021,2025-08-29,3.0,33.57,3.0,Active,5,3,1,9,Potential Loyal
13022,2025-08-09,12.0,134.28,23.0,Active,3,4,3,10,Loyal
13023,2025-08-03,8.0,199.92,29.0,Active,3,4,4,11,Loyal
13024,2025-08-11,21.0,178.29,21.0,Active,4,5,4,13,VIP
13025,2024-12-15,2.0,1079.78,260.0,Active,1,2,5,8,Dormant
13026,2024-07-04,9.0,224.91,424.0,Cancelled,1,4,4,9,Lost
13027,2025-08-13,13.0,207.87,19.0,Active,4,5,4,13,VIP
13028,2025-08-31,11.0,549.89,1.0,Active,5,4,5,14,VIP
13029,2025-08-06,16.0,127.84,26.0,Active,3,5,3,11,Loyal
13030,2024-09-04,3.0,59.97,362.0,Cancelled,1,3,2,6,Lost
13031,2025-08-27,24.0,239.76,5.0,Active,5,5,4,14,VIP
13032,2024-12-04,6.0,76.74,271.0,Cancelled,1,3,2,6,Lost
13033,2024-12-25,2.0,377.78,250.0,Active,1,2,5,8,Dormant
13034,2025-01-02,2.0,172.58,242.0,Active,2,2,3,7,Dormant
13035,2025-08-25,19.0,189.81,7.0,Active,5,5,4,14,VIP
13036,2025-08-30,6.0,47.94,2.0,Active,5,3,1,9,Potential Loyal
13037,2025-08-22,2.0,15.98,10.0,Active,5,2,1,8,New
13038,2025-03-15,3.0,29.97,170.0,Cancelled,2,3,1,6,Lost
13039,2025-08-26,21.0,234.98999999999998,6.0,Active,5,5,4,14,VIP
13040,2025-08-26,1.0,8.99,6.0,Active,5,1,1,7,New
13041,2025-08-18,1.0,146.77,14.0,Active,4,1,3,8,New
13042,2024-10-31,2.0,19.98,305.0,Cancelled,1,2,1,4,Lost
13043,2025-08-07,20.0,255.79999999999998,25.0,Active,3,5,4,12,Loyal
13044,2025-08-16,4.0,199.96,16.0,Active,4,3,4,11,Loyal
13045,2025-08-10,1.0,24.99,22.0,Active,4,1,1,6,New
13046,2025-08-22,5.0,79.95,10.0,Active,5,3,2,10,Potential Loyal
13047,2025-01-16,1.0,120.85,228.0,Active,2,1,3,6,Dormant
13048,2025-08-05,7.0,174.92999999999998,27.0,Active,3,4,4,11,Loyal
13049,2025-08-19,1.0,15.99,13.0,Active,4,1,1,6,New
13050,2024-11-12,2.0,215.78,293.0,Active,1,2,4,7,Dormant
13051,2024-06-21,6.0,59.94,437.0,Cancelled,1,3,2,6,Lost
13052,2025-08-23,4.0,33.96,9.0,Active,5,3,1,9,Potential Loyal
13053,2025-06-12,17.0,244.63,81.0,Cancelled,2,5,4,11,Lost
13054,2024-07-31,1.0,377.89,397.0,Cancelled,1,1,5,7,Lost
13055,2025-05-13,2.0,539.78,111.0,Active,2,2,5,9,Dormant
13056,2025-04-12,2.0,194.18,142.0,Active,2,2,4,8,Dormant
13057,2024-09-26,2.0,172.58,340.0,Cancelled,1,2,3,6,Lost
13058,2025-08-05,8.0,127.92,27.0,Active,3,4,3,10,Loyal
13059,2025-08-14,2.0,458.78,18.0,Active,4,2,5,11,New
13060,2025-08-25,9.0,224.91,7.0,Active,5,4,4,13,VIP
13061,2025-08-25,16.0,255.84,7.0,Active,5,5,4,14,VIP
13062,2025-08-28,2.0,31.98,4.0,Active,5,2,1,8,New
13063,2025-08-22,6.0,41.94,10.0,Active,5,3,1,9,Potential Loyal
13064,2025-08-10,1.0,24.99,22.0,Active,4,1,1,6,New
13065,2025-07-06,2.0,345.38,57.0,Active,3,2,5,10,Potential Loyal
13066,2024-09-02,2.0,194.18,364.0,Active,1,2,4,7,Dormant
13067,2025-08-23,5.0,112.44999999999999,9.0,Active,5,3,3,11,Loyal
13068,2025-05-23,1.0,107.89,101.0,Cancelled,2,1,3,6,Lost
13069,2025-08-20,22.0,316.58000000000004,12.0,Active,4,5,5,14,VIP
13070,2025-03-18,3.0,47.97,167.0,Cancelled,2,3,1,6,Lost
13071,2025-02-09,1.0,146.77,204.0,Active,2,1,3,6,Dormant
13072,2024-06-17,5.0,49.95,441.0,Cancelled,1,3,1,5,Lost
13073,2025-08-26,10.0,135.9,6.0,Active,5,4,3,12,Loyal
13074,2025-04-12,2.0,458.78,142.0,Active,2,2,5,9,Dormant
13075,2024-09-17,2.0,215.78,349.0,Active,1,2,4,7,Dormant
13076,2025-08-15,3.0,38.37,17.0,Cancelled,4,3,1,8,Potential Loyal
13077,2025-08-14,9.0,122.31,18.0,Active,4,4,3,11,Loyal
13078,2025-08-24,4.0,54.36,8.0,Active,5,3,2,10,Potential Loyal
13079,2025-08-17,6.0,209.94,15.0,Active,4,3,4,11,Loyal
13080,2025-08-28,1.0,172.69,4.0,Active,5,1,4,10,New
13081,2024-09-10,1.0,91.69,356.0,Cancelled,1,1,2,4,Lost
13082,2024-10-02,2.0,17.98,334.0,Cancelled,1,2,1,4,Lost
13083,2025-05-13,1.0,120.85,111.0,Active,2,1,3,6,Dormant
13084,2025-08-14,6.0,59.94,18.0,Active,4,3,2,9,Potential Loyal
13085,2024-10-14,1.0,120.85,322.0,Active,1,1,3,5,Dormant
13086,2025-08-21,6.0,149.94,11.0,Active,4,3,3,10,Loyal
13087,2025-07-11,2.0,539.78,52.0,Active,3,2,5,10,Potential Loyal
13088,2025-08-28,19.0,189.81,4.0,Active,5,5,4,14,VIP
13089,2025-08-12,3.0,74.97,20.0,Active,4,3,2,9,Potential Loyal
13090,2025-08-22,4.0,39.96,10.0,Active,5,3,1,9,Potential Loyal
13091,2025-07-07,2.0,183.38,56.0,Active,3,2,4,9,Potential Loyal
13092,2025-08-27,7.0,59.43,5.0,Active,5,4,2,11,Potential Loyal
13093,2024-10-18,1.0,146.77,318.0,Active,1,1,3,5,Dormant
13094,2025-04-13,1.0,107.89,141.0,Active,2,1,3,6,Dormant
13095,2025-08-30,14.0,201.46,2.0,Active,5,5,4,14,VIP
13096,2024-12-17,2.0,19.98,258.0,Cancelled,1,2,1,4,Lost
13097,2024-08-24,10.0,499.90000000000003,373.0,Cancelled,1,4,5,10,Lost
13098,2025-02-13,2.0,377.78,200.0,Active,2,2,5,9,Dormant
13099,2025-06-25,3.0,38.37,68.0,Cancelled,3,3,1,7,Potential Loyal
13100,2025-07-30,2.0,215.78,33.0,Active,3,2,4,9,Potential Loyal
13101,2025-01-28,17.0,424.83,216.0,Cancelled,2,5,5,12,Lost
13102,2025-08-31,19.0,189.81,1.0,Active,5,5,4,14,VIP
13103,2025-06-17,10.0,224.89999999999998,76.0,Cancelled,2,4,4,10,Lost
13104,2025-03-17,1.0,75.49,168.0,Active,2,1,2,5,Dormant
13105,2025-07-16,2.0,215.78,47.0,Active,3,2,4,9,Potential Loyal
13106,2025-04-03,1.0,120.85,151.0,Active,2,1,3,6,Dormant
13107,2025-07-11,2.0,28.78,52.0,Active,3,2,1,6,Potential Loyal
13108,2025-08-23,13.0,129.87,9.0,Active,5,5,3,13,Loyal
13109,2025-08-05,3.0,23.97,27.0,Active,3,3,1,7,Potential Loyal
13110,2025-01-01,2.0,183.38,243.0,Active,2,2,4,8,Dormant
13111,2025-08-24,2.0,345.38,8.0,Active,5,2,5,12,New
13112,2023-12-06,1.0,172.69,635.0,Cancelled,1,1,4,6,Lost
13113,2025-08-14,19.0,151.81,18.0,Active,4,5,3,12,Loyal
13114,2025-08-25,22.0,989.7800000000001,7.0,Active,5,5,5,15,VIP
13115,2025-08-16,17.0,619.83,16.0,Active,4,5,5,14,VIP
13116,2025-05-28,1.0,75.49,96.0,Active,2,1,2,5,Dormant
13117,2024-11-23,1.0,269.89,282.0,Active,1,1,4,6,Dormant
13118,2025-09-01,2.0,22.38,0.0,Active,5,2,1,8,New
13119,2025-08-16,10.0,174.89999999999998,16.0,Active,4,4,4,12,VIP
13120,2025-08-17,8.0,139.92,15.0,Active,4,4,3,11,Loyal
13121,2025-02-21,2.0,183.38,192.0,Active,2,2,4,8,Dormant
13122,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
13123,2025-08-27,14.0,201.46,5.0,Active,5,5,4,14,VIP
13124,2025-08-22,2.0,31.98,10.0,Active,5,2,1,8,New
13125,2025-08-24,2.0,39.98,8.0,Active,5,2,1,8,New
13126,2025-08-27,18.0,259.02,5.0,Active,5,5,4,14,VIP
13127,2025-08-11,8.0,71.92,21.0,Active,4,4,2,10,Potential Loyal
13128,2025-01-25,1.0,172.69,219.0,Active,2,1,4,7,Dormant
13129,2025-05-05,6.0,47.94,119.0,Cancelled,2,3,1,6,Lost
13130,2025-08-22,18.0,259.02,10.0,Active,5,5,4,14,VIP
13131,2025-08-03,5.0,34.95,29.0,Active,3,3,1,7,Potential Loyal
13132,2025-08-04,4.0,35.96,28.0,Active,3,3,1,7,Potential Loyal
13133,2025-05-28,10.0,111.89999999999999,96.0,Cancelled,2,4,3,9,Lost
13134,2024-11-03,1.0,155.41,302.0,Cancelled,1,1,3,5,Lost
13135,2024-10-18,11.0,175.89000000000001,318.0,Cancelled,1,4,4,9,Lost
13136,2025-07-23,1.0,15.99,40.0,Active,3,1,1,5,Potential Loyal
13137,2023-12-17,1.0,269.89,624.0,Cancelled,1,1,4,6,Lost
13138,2025-01-08,9.0,89.91,236.0,Cancelled,2,4,2,8,Lost
13139,2025-08-20,15.0,149.85,12.0,Active,4,5,3,12,Loyal
13140,2025-05-22,1.0,242.89,102.0,Active,2,1,4,7,Dormant
13141,2025-08-03,5.0,79.95,29.0,Active,3,3,2,8,Potential Loyal
13142,2025-01-30,18.0,449.82,214.0,Cancelled,2,5,5,12,Lost
13143,2025-08-15,19.0,151.81,17.0,Active,4,5,3,12,Loyal
13144,2025-08-04,5.0,55.949999999999996,28.0,Active,3,3,2,8,Potential Loyal
13145,2025-08-11,12.0,599.88,21.0,Active,4,4,5,13,VIP
13146,2025-08-17,22.0,351.78000000000003,15.0,Active,4,5,5,14,VIP
13147,2025-08-11,1.0,107.89,21.0,Active,4,1,3,8,New
13148,2025-02-17,11.0,109.89,196.0,Cancelled,2,4,3,9,Lost
13149,2024-10-31,1.0,485.89,305.0,Active,1,1,5,7,Dormant
13150,2025-08-09,15.0,149.85,23.0,Active,3,5,3,11,Loyal
13151,2025-08-26,6.0,134.94,6.0,Active,5,3,3,11,Loyal
13152,2025-06-22,2.0,31.98,71.0,Cancelled,2,2,1,5,Lost
13153,2025-08-11,2.0,377.78,21.0,Active,4,2,5,11,New
