customer_id,plan_name,annualized_revenue,churn_probability,risk_level,retention_priority
45476,Basic,6.99,0.4199,Medium,Priority 4 - Low Risk
11556,Enterprise,599.88,0.4198,Medium,Priority 3 - Medium Risk / High Value
3718,Basic,9.99,0.4198,Medium,Priority 4 - Low Risk
36343,Basic,8.49,0.4198,Medium,Priority 4 - Low Risk
8825,Standard,12.79,0.4198,Medium,Priority 4 - Low Risk
32551,Standard,15.99,0.4198,Medium,Priority 4 - Low Risk
34080,Standard,14.39,0.4198,Medium,Priority 4 - Low Risk
11230,Basic,6.99,0.4198,Medium,Priority 4 - Low Risk
48762,Standard,153.48,0.4197,Medium,Priority 3 - Medium Risk / High Value
4526,Standard,12.79,0.4197,Medium,Priority 4 - Low Risk
5710,Standard,15.99,0.4197,Medium,Priority 4 - Low Risk
8401,Basic,8.49,0.4197,Medium,Priority 4 - Low Risk
5166,Standard,15.99,0.4196,Medium,Priority 4 - Low Risk
44746,Standard,11.19,0.4196,Medium,Priority 4 - Low Risk
49225,Standard,134.28,0.4196,Medium,Priority 3 - Medium Risk / High Value
21912,Basic,101.88,0.4196,Medium,Priority 4 - Low Risk
43127,Premium,21.24,0.4196,Medium,Priority 4 - Low Risk
20053,Standard,15.99,0.4195,Medium,Priority 4 - Low Risk
34314,Premium,299.88,0.4194,Medium,Priority 3 - Medium Risk / High Value
7857,Premium,254.88,0.4194,Medium,Priority 3 - Medium Risk / High Value
8028,Basic,7.99,0.4194,Medium,Priority 4 - Low Risk
17183,Premium,24.99,0.4193,Medium,Priority 4 - Low Risk
16752,Basic,9.99,0.4193,Medium,Priority 4 - Low Risk
19319,Basic,9.99,0.4192,Medium,Priority 4 - Low Risk
49906,Basic,8.99,0.4192,Medium,Priority 4 - Low Risk
44605,Standard,13.59,0.4191,Medium,Priority 4 - Low Risk
41812,Standard,15.99,0.4191,Medium,Priority 4 - Low Risk
5796,Basic,9.99,0.4191,Medium,Priority 4 - Low Risk
29585,Standard,13.59,0.4191,Medium,Priority 4 - Low Risk
49726,Basic,7.99,0.419,Medium,Priority 4 - Low Risk
48353,Basic,9.99,0.419,Medium,Priority 4 - Low Risk
36582,Premium,239.88,0.419,Medium,Priority 3 - Medium Risk / High Value
31203,Standard,12.79,0.4189,Medium,Priority 4 - Low Risk
49325,Standard,13.59,0.4189,Medium,Priority 4 - Low Risk
35457,Basic,101.88,0.4189,Medium,Priority 4 - Low Risk
32995,Standard,13.59,0.4189,Medium,Priority 4 - Low Risk
8218,Basic,8.49,0.4189,Medium,Priority 4 - Low Risk
26045,Premium,24.99,0.4189,Medium,Priority 4 - Low Risk
3867,Standard,11.19,0.4189,Medium,Priority 4 - Low Risk
16880,Premium,24.99,0.4188,Medium,Priority 4 - Low Risk
28528,Basic,9.99,0.4188,Medium,Priority 4 - Low Risk
12664,Premium,22.49,0.4188,Medium,Priority 4 - Low Risk
30565,Basic,9.99,0.4188,Medium,Priority 4 - Low Risk
40141,Standard,163.07999999999998,0.4188,Medium,Priority 3 - Medium Risk / High Value
30445,Premium,24.99,0.4188,Medium,Priority 4 - Low Risk
31490,Basic,9.99,0.4187,Medium,Priority 4 - Low Risk
33888,Basic,83.88,0.4187,Medium,Priority 4 - Low Risk
50589,Standard,14.39,0.4187,Medium,Priority 4 - Low Risk
18572,Standard,14.39,0.4187,Medium,Priority 4 - Low Risk
43424,Standard,163.07999999999998,0.4186,Medium,Priority 3 - Medium Risk / High Value
6921,Standard,15.99,0.4186,Medium,Priority 4 - Low Risk
29150,Enterprise,44.99,0.4186,Medium,Priority 4 - Low Risk
19935,Standard,11.19,0.4186,Medium,Priority 4 - Low Risk
51577,Standard,153.48,0.4185,Medium,Priority 3 - Medium Risk / High Value
12351,Enterprise,44.99,0.4185,Medium,Priority 4 - Low Risk
44716,Basic,6.99,0.4185,Medium,Priority 4 - Low Risk
1044,Standard,11.19,0.4184,Medium,Priority 4 - Low Risk
15493,Standard,13.59,0.4183,Medium,Priority 4 - Low Risk
34836,Basic,8.49,0.4183,Medium,Priority 4 - Low Risk
21319,Basic,8.49,0.4183,Medium,Priority 4 - Low Risk
40438,Basic,7.99,0.4183,Medium,Priority 4 - Low Risk
9594,Premium,19.99,0.4183,Medium,Priority 4 - Low Risk
16779,Basic,8.99,0.4183,Medium,Priority 4 - Low Risk
18904,Basic,6.99,0.4182,Medium,Priority 4 - Low Risk
26151,Basic,119.88,0.4182,Medium,Priority 3 - Medium Risk / High Value
2066,Premium,24.99,0.4182,Medium,Priority 4 - Low Risk
42063,Basic,7.99,0.4182,Medium,Priority 4 - Low Risk
35760,Standard,12.79,0.4182,Medium,Priority 4 - Low Risk
8357,Basic,9.99,0.4182,Medium,Priority 4 - Low Risk
18183,Basic,8.49,0.4182,Medium,Priority 4 - Low Risk
47760,Standard,11.19,0.418,Medium,Priority 4 - Low Risk
26862,Basic,107.88,0.418,Medium,Priority 4 - Low Risk
578,Basic,6.99,0.418,Medium,Priority 4 - Low Risk
28928,Standard,191.88,0.418,Medium,Priority 3 - Medium Risk / High Value
33018,Standard,15.99,0.4179,Medium,Priority 4 - Low Risk
19951,Premium,19.99,0.4179,Medium,Priority 4 - Low Risk
39998,Basic,7.99,0.4179,Medium,Priority 4 - Low Risk
31699,Premium,239.88,0.4179,Medium,Priority 3 - Medium Risk / High Value
20486,Standard,15.99,0.4179,Medium,Priority 4 - Low Risk
765,Basic,9.99,0.4179,Medium,Priority 4 - Low Risk
50068,Basic,9.99,0.4179,Medium,Priority 4 - Low Risk
19722,Standard,13.59,0.4179,Medium,Priority 4 - Low Risk
38150,Enterprise,49.99,0.4178,Medium,Priority 4 - Low Risk
2994,Basic,7.99,0.4178,Medium,Priority 4 - Low Risk
11143,Standard,14.39,0.4178,Medium,Priority 4 - Low Risk
11012,Basic,107.88,0.4178,Medium,Priority 4 - Low Risk
17347,Basic,6.99,0.4178,Medium,Priority 4 - Low Risk
6941,Basic,6.99,0.4178,Medium,Priority 4 - Low Risk
9098,Basic,107.88,0.4177,Medium,Priority 4 - Low Risk
38272,Basic,9.99,0.4177,Medium,Priority 4 - Low Risk
41149,Basic,8.49,0.4177,Medium,Priority 4 - Low Risk
25517,Basic,9.99,0.4177,Medium,Priority 4 - Low Risk
9451,Enterprise,39.99,0.4176,Medium,Priority 4 - Low Risk
39265,Standard,15.99,0.4176,Medium,Priority 4 - Low Risk
13136,Standard,191.88,0.4176,Medium,Priority 3 - Medium Risk / High Value
13882,Standard,163.07999999999998,0.4176,Medium,Priority 3 - Medium Risk / High Value
32281,Basic,9.99,0.4175,Medium,Priority 4 - Low Risk
12850,Standard,15.99,0.4174,Medium,Priority 4 - Low Risk
14041,Standard,11.19,0.4174,Medium,Priority 4 - Low Risk
22154,Basic,6.99,0.4174,Medium,Priority 4 - Low Risk
16030,Standard,11.19,0.4174,Medium,Priority 4 - Low Risk
40547,Standard,11.19,0.4173,Medium,Priority 4 - Low Risk
1651,Basic,119.88,0.4173,Medium,Priority 3 - Medium Risk / High Value
14793,Basic,119.88,0.4173,Medium,Priority 3 - Medium Risk / High Value
40668,Standard,15.99,0.4173,Medium,Priority 4 - Low Risk
8133,Standard,15.99,0.4172,Medium,Priority 4 - Low Risk
14600,Basic,6.99,0.4172,Medium,Priority 4 - Low Risk
28619,Basic,9.99,0.4171,Medium,Priority 4 - Low Risk
14158,Premium,22.49,0.417,Medium,Priority 4 - Low Risk
30068,Basic,9.99,0.417,Medium,Priority 4 - Low Risk
43034,Standard,191.88,0.417,Medium,Priority 3 - Medium Risk / High Value
50987,Standard,13.59,0.417,Medium,Priority 4 - Low Risk
51846,Basic,9.99,0.417,Medium,Priority 4 - Low Risk
7198,Enterprise,42.49,0.417,Medium,Priority 4 - Low Risk
29744,Basic,107.88,0.4169,Medium,Priority 4 - Low Risk
27946,Standard,15.99,0.4168,Medium,Priority 4 - Low Risk
23248,Basic,8.49,0.4168,Medium,Priority 4 - Low Risk
36178,Premium,254.88,0.4168,Medium,Priority 3 - Medium Risk / High Value
49039,Standard,14.39,0.4168,Medium,Priority 4 - Low Risk
23898,Standard,12.79,0.4168,Medium,Priority 4 - Low Risk
40507,Basic,119.88,0.4168,Medium,Priority 3 - Medium Risk / High Value
2010,Premium,22.49,0.4167,Medium,Priority 4 - Low Risk
26373,Basic,9.99,0.4167,Medium,Priority 4 - Low Risk
18034,Standard,15.99,0.4167,Medium,Priority 4 - Low Risk
48615,Basic,6.99,0.4167,Medium,Priority 4 - Low Risk
50827,Basic,9.99,0.4167,Medium,Priority 4 - Low Risk
7328,Basic,95.88,0.4167,Medium,Priority 4 - Low Risk
29604,Basic,107.88,0.4167,Medium,Priority 4 - Low Risk
14382,Standard,153.48,0.4166,Medium,Priority 3 - Medium Risk / High Value
20345,Standard,15.99,0.4166,Medium,Priority 4 - Low Risk
28013,Basic,9.99,0.4166,Medium,Priority 4 - Low Risk
4703,Premium,299.88,0.4166,Medium,Priority 3 - Medium Risk / High Value
25109,Enterprise,419.88,0.4165,Medium,Priority 3 - Medium Risk / High Value
35090,Basic,8.49,0.4165,Medium,Priority 4 - Low Risk
19914,Standard,15.99,0.4165,Medium,Priority 4 - Low Risk
36911,Basic,8.49,0.4164,Medium,Priority 4 - Low Risk
50200,Basic,9.99,0.4164,Medium,Priority 4 - Low Risk
50887,Standard,163.07999999999998,0.4164,Medium,Priority 3 - Medium Risk / High Value
39303,Premium,24.99,0.4163,Medium,Priority 4 - Low Risk
27318,Standard,11.19,0.4163,Medium,Priority 4 - Low Risk
35089,Basic,8.49,0.4163,Medium,Priority 4 - Low Risk
19573,Basic,9.99,0.4163,Medium,Priority 4 - Low Risk
5647,Premium,24.99,0.4163,Medium,Priority 4 - Low Risk
28235,Premium,269.88,0.4163,Medium,Priority 3 - Medium Risk / High Value
34405,Basic,119.88,0.4162,Medium,Priority 3 - Medium Risk / High Value
28589,Basic,8.99,0.4162,Medium,Priority 4 - Low Risk
36198,Basic,9.99,0.4162,Medium,Priority 4 - Low Risk
13312,Basic,6.99,0.4162,Medium,Priority 4 - Low Risk
15461,Standard,12.79,0.4162,Medium,Priority 4 - Low Risk
32594,Premium,19.99,0.4161,Medium,Priority 4 - Low Risk
13047,Standard,11.19,0.4161,Medium,Priority 4 - Low Risk
11421,Basic,9.99,0.4161,Medium,Priority 4 - Low Risk
4992,Premium,24.99,0.4161,Medium,Priority 4 - Low Risk
28776,Standard,191.88,0.4161,Medium,Priority 3 - Medium Risk / High Value
10824,Standard,191.88,0.416,Medium,Priority 3 - Medium Risk / High Value
10898,Standard,15.99,0.416,Medium,Priority 4 - Low Risk
47663,Basic,9.99,0.416,Medium,Priority 4 - Low Risk
19332,Basic,9.99,0.416,Medium,Priority 4 - Low Risk
38196,Basic,119.88,0.416,Medium,Priority 3 - Medium Risk / High Value
11379,Basic,6.99,0.416,Medium,Priority 4 - Low Risk
19628,Standard,15.99,0.416,Medium,Priority 4 - Low Risk
27144,Standard,191.88,0.416,Medium,Priority 3 - Medium Risk / High Value
36860,Enterprise,42.49,0.416,Medium,Priority 4 - Low Risk
21416,Premium,24.99,0.4159,Medium,Priority 4 - Low Risk
50297,Standard,12.79,0.4159,Medium,Priority 4 - Low Risk
45334,Standard,12.79,0.4158,Medium,Priority 4 - Low Risk
47410,Premium,24.99,0.4158,Medium,Priority 4 - Low Risk
28971,Enterprise,49.99,0.4157,Medium,Priority 4 - Low Risk
22327,Premium,24.99,0.4157,Medium,Priority 4 - Low Risk
42641,Standard,15.99,0.4157,Medium,Priority 4 - Low Risk
16765,Standard,11.19,0.4157,Medium,Priority 4 - Low Risk
45055,Enterprise,49.99,0.4157,Medium,Priority 4 - Low Risk
3614,Basic,7.99,0.4157,Medium,Priority 4 - Low Risk
32276,Premium,24.99,0.4157,Medium,Priority 4 - Low Risk
41610,Standard,14.39,0.4157,Medium,Priority 4 - Low Risk
28976,Basic,8.49,0.4156,Medium,Priority 4 - Low Risk
39423,Basic,9.99,0.4156,Medium,Priority 4 - Low Risk
38869,Basic,9.99,0.4156,Medium,Priority 4 - Low Risk
42120,Basic,7.99,0.4155,Medium,Priority 4 - Low Risk
37456,Enterprise,599.88,0.4155,Medium,Priority 3 - Medium Risk / High Value
20926,Premium,24.99,0.4154,Medium,Priority 4 - Low Risk
15414,Basic,101.88,0.4154,Medium,Priority 4 - Low Risk
37098,Standard,12.79,0.4153,Medium,Priority 4 - Low Risk
8282,Standard,14.39,0.4153,Medium,Priority 4 - Low Risk
27735,Premium,19.99,0.4153,Medium,Priority 4 - Low Risk
22096,Basic,7.99,0.4153,Medium,Priority 4 - Low Risk
44447,Premium,24.99,0.4152,Medium,Priority 4 - Low Risk
7042,Standard,191.88,0.4152,Medium,Priority 3 - Medium Risk / High Value
47250,Standard,15.99,0.4152,Medium,Priority 4 - Low Risk
20265,Standard,13.59,0.4152,Medium,Priority 4 - Low Risk
46255,Standard,12.79,0.4152,Medium,Priority 4 - Low Risk
10697,Standard,191.88,0.4152,Medium,Priority 3 - Medium Risk / High Value
48311,Basic,119.88,0.4152,Medium,Priority 3 - Medium Risk / High Value
51560,Basic,7.99,0.4152,Medium,Priority 4 - Low Risk
17211,Basic,8.99,0.4151,Medium,Priority 4 - Low Risk
1855,Premium,24.99,0.4151,Medium,Priority 4 - Low Risk
20709,Basic,95.88,0.415,Medium,Priority 4 - Low Risk
16610,Standard,13.59,0.415,Medium,Priority 4 - Low Risk
33985,Premium,19.99,0.415,Medium,Priority 4 - Low Risk
5378,Standard,12.79,0.4149,Medium,Priority 4 - Low Risk
4176,Basic,9.99,0.4149,Medium,Priority 4 - Low Risk
39048,Premium,22.49,0.4149,Medium,Priority 4 - Low Risk
10358,Standard,15.99,0.4149,Medium,Priority 4 - Low Risk
41633,Premium,21.24,0.4149,Medium,Priority 4 - Low Risk
45037,Basic,9.99,0.4148,Medium,Priority 4 - Low Risk
10826,Premium,24.99,0.4148,Medium,Priority 4 - Low Risk
31668,Basic,119.88,0.4148,Medium,Priority 3 - Medium Risk / High Value
44631,Premium,17.49,0.4148,Medium,Priority 4 - Low Risk
14933,Premium,299.88,0.4147,Medium,Priority 3 - Medium Risk / High Value
16865,Premium,21.24,0.4147,Medium,Priority 4 - Low Risk
22582,Basic,119.88,0.4146,Medium,Priority 3 - Medium Risk / High Value
17874,Basic,9.99,0.4146,Medium,Priority 4 - Low Risk
27807,Standard,14.39,0.4145,Medium,Priority 4 - Low Risk
40328,Premium,24.99,0.4145,Medium,Priority 4 - Low Risk
20001,Standard,15.99,0.4144,Medium,Priority 4 - Low Risk
40319,Basic,6.99,0.4144,Medium,Priority 4 - Low Risk
10096,Enterprise,49.99,0.4144,Medium,Priority 4 - Low Risk
30270,Standard,12.79,0.4144,Medium,Priority 4 - Low Risk
23879,Standard,14.39,0.4144,Medium,Priority 4 - Low Risk
50244,Standard,191.88,0.4144,Medium,Priority 3 - Medium Risk / High Value
42298,Basic,9.99,0.4143,Medium,Priority 4 - Low Risk
34674,Basic,119.88,0.4143,Medium,Priority 3 - Medium Risk / High Value
33106,Standard,15.99,0.4143,Medium,Priority 4 - Low Risk
1556,Standard,15.99,0.4142,Medium,Priority 4 - Low Risk
31899,Standard,14.39,0.4142,Medium,Priority 4 - Low Risk
10002,Standard,15.99,0.4141,Medium,Priority 4 - Low Risk
13946,Enterprise,539.88,0.4141,Medium,Priority 3 - Medium Risk / High Value
49494,Premium,24.99,0.4141,Medium,Priority 4 - Low Risk
11864,Basic,6.99,0.4141,Medium,Priority 4 - Low Risk
26378,Standard,134.28,0.414,Medium,Priority 3 - Medium Risk / High Value
21415,Basic,7.99,0.414,Medium,Priority 4 - Low Risk
32197,Standard,15.99,0.414,Medium,Priority 4 - Low Risk
8687,Standard,15.99,0.4139,Medium,Priority 4 - Low Risk
24656,Premium,24.99,0.4139,Medium,Priority 4 - Low Risk
1591,Enterprise,599.88,0.4139,Medium,Priority 3 - Medium Risk / High Value
324,Standard,12.79,0.4139,Medium,Priority 4 - Low Risk
7943,Basic,7.99,0.4139,Medium,Priority 4 - Low Risk
18550,Premium,17.49,0.4139,Medium,Priority 4 - Low Risk
4993,Standard,15.99,0.4138,Medium,Priority 4 - Low Risk
28545,Basic,9.99,0.4138,Medium,Priority 4 - Low Risk
25848,Standard,14.39,0.4138,Medium,Priority 4 - Low Risk
48838,Standard,13.59,0.4138,Medium,Priority 4 - Low Risk
49931,Standard,191.88,0.4138,Medium,Priority 3 - Medium Risk / High Value
48309,Basic,9.99,0.4138,Medium,Priority 4 - Low Risk
26738,Standard,15.99,0.4138,Medium,Priority 4 - Low Risk
11698,Basic,7.99,0.4138,Medium,Priority 4 - Low Risk
19819,Basic,6.99,0.4136,Medium,Priority 4 - Low Risk
51253,Premium,24.99,0.4136,Medium,Priority 4 - Low Risk
49857,Basic,9.99,0.4136,Medium,Priority 4 - Low Risk
27406,Standard,11.19,0.4136,Medium,Priority 4 - Low Risk
41348,Standard,15.99,0.4135,Medium,Priority 4 - Low Risk
47848,Standard,13.59,0.4135,Medium,Priority 4 - Low Risk
13211,Standard,15.99,0.4135,Medium,Priority 4 - Low Risk
51545,Enterprise,479.88,0.4134,Medium,Priority 3 - Medium Risk / High Value
12740,Basic,8.49,0.4134,Medium,Priority 4 - Low Risk
21560,Basic,6.99,0.4134,Medium,Priority 4 - Low Risk
26637,Standard,15.99,0.4133,Medium,Priority 4 - Low Risk
22717,Basic,8.49,0.4133,Medium,Priority 4 - Low Risk
1676,Basic,7.99,0.4132,Medium,Priority 4 - Low Risk
16709,Premium,24.99,0.4132,Medium,Priority 4 - Low Risk
16966,Premium,24.99,0.4132,Medium,Priority 4 - Low Risk
38361,Premium,21.24,0.4131,Medium,Priority 4 - Low Risk
7003,Standard,15.99,0.4131,Medium,Priority 4 - Low Risk
29714,Basic,8.49,0.413,Medium,Priority 4 - Low Risk
51132,Basic,119.88,0.413,Medium,Priority 3 - Medium Risk / High Value
1466,Premium,21.24,0.413,Medium,Priority 4 - Low Risk
65,Standard,14.39,0.413,Medium,Priority 4 - Low Risk
12427,Basic,95.88,0.413,Medium,Priority 4 - Low Risk
28562,Basic,9.99,0.413,Medium,Priority 4 - Low Risk
9469,Premium,21.24,0.4129,Medium,Priority 4 - Low Risk
27300,Enterprise,49.99,0.4129,Medium,Priority 4 - Low Risk
29672,Standard,15.99,0.4129,Medium,Priority 4 - Low Risk
1893,Premium,21.24,0.4129,Medium,Priority 4 - Low Risk
5711,Standard,15.99,0.4128,Medium,Priority 4 - Low Risk
19687,Standard,15.99,0.4128,Medium,Priority 4 - Low Risk
41925,Basic,9.99,0.4128,Medium,Priority 4 - Low Risk
49651,Basic,83.88,0.4128,Medium,Priority 4 - Low Risk
45015,Basic,9.99,0.4127,Medium,Priority 4 - Low Risk
8464,Basic,9.99,0.4127,Medium,Priority 4 - Low Risk
25185,Enterprise,49.99,0.4127,Medium,Priority 4 - Low Risk
5449,Basic,9.99,0.4126,Medium,Priority 4 - Low Risk
12945,Standard,13.59,0.4126,Medium,Priority 4 - Low Risk
28411,Standard,15.99,0.4126,Medium,Priority 4 - Low Risk
50821,Premium,24.99,0.4126,Medium,Priority 4 - Low Risk
32732,Premium,299.88,0.4125,Medium,Priority 3 - Medium Risk / High Value
50737,Basic,9.99,0.4125,Medium,Priority 4 - Low Risk
45028,Basic,83.88,0.4125,Medium,Priority 4 - Low Risk
19171,Basic,9.99,0.4125,Medium,Priority 4 - Low Risk
51389,Standard,15.99,0.4125,Medium,Priority 4 - Low Risk
32866,Basic,8.99,0.4125,Medium,Priority 4 - Low Risk
11553,Basic,8.99,0.4124,Medium,Priority 4 - Low Risk
23488,Basic,9.99,0.4124,Medium,Priority 4 - Low Risk
5808,Basic,8.99,0.4124,Medium,Priority 4 - Low Risk
13094,Basic,9.99,0.4124,Medium,Priority 4 - Low Risk
4718,Standard,11.19,0.4124,Medium,Priority 4 - Low Risk
47325,Premium,254.88,0.4123,Medium,Priority 3 - Medium Risk / High Value
18664,Basic,9.99,0.4123,Medium,Priority 4 - Low Risk
22621,Basic,6.99,0.4122,Medium,Priority 4 - Low Risk
45228,Standard,12.79,0.4122,Medium,Priority 4 - Low Risk
8190,Basic,9.99,0.4122,Medium,Priority 4 - Low Risk
13953,Premium,17.49,0.4122,Medium,Priority 4 - Low Risk
10231,Basic,119.88,0.4122,Medium,Priority 3 - Medium Risk / High Value
10105,Standard,153.48,0.4122,Medium,Priority 3 - Medium Risk / High Value
23204,Premium,19.99,0.4122,Medium,Priority 4 - Low Risk
5272,Standard,13.59,0.4121,Medium,Priority 4 - Low Risk
26946,Enterprise,44.99,0.4121,Medium,Priority 4 - Low Risk
33289,Standard,12.79,0.4121,Medium,Priority 4 - Low Risk
12614,Enterprise,49.99,0.4121,Medium,Priority 4 - Low Risk
6573,Basic,9.99,0.4121,Medium,Priority 4 - Low Risk
37723,Basic,7.99,0.412,Medium,Priority 4 - Low Risk
30248,Standard,15.99,0.412,Medium,Priority 4 - Low Risk
18811,Basic,6.99,0.412,Medium,Priority 4 - Low Risk
24348,Enterprise,34.99,0.412,Medium,Priority 4 - Low Risk
44667,Standard,15.99,0.412,Medium,Priority 4 - Low Risk
18364,Basic,8.99,0.4119,Medium,Priority 4 - Low Risk
30083,Premium,21.24,0.4119,Medium,Priority 4 - Low Risk
13448,Basic,83.88,0.4119,Medium,Priority 4 - Low Risk
5660,Basic,8.99,0.4119,Medium,Priority 4 - Low Risk
9317,Basic,8.49,0.4118,Medium,Priority 4 - Low Risk
35490,Premium,24.99,0.4118,Medium,Priority 4 - Low Risk
34369,Standard,15.99,0.4118,Medium,Priority 4 - Low Risk
45900,Basic,119.88,0.4118,Medium,Priority 3 - Medium Risk / High Value
22967,Premium,24.99,0.4118,Medium,Priority 4 - Low Risk
44529,Premium,19.99,0.4117,Medium,Priority 4 - Low Risk
5391,Standard,13.59,0.4117,Medium,Priority 4 - Low Risk
22168,Basic,101.88,0.4117,Medium,Priority 4 - Low Risk
31705,Premium,269.88,0.4117,Medium,Priority 3 - Medium Risk / High Value
6520,Basic,119.88,0.4117,Medium,Priority 3 - Medium Risk / High Value
18879,Standard,13.59,0.4117,Medium,Priority 4 - Low Risk
2192,Premium,21.24,0.4117,Medium,Priority 4 - Low Risk
32508,Basic,107.88,0.4116,Medium,Priority 4 - Low Risk
34106,Standard,13.59,0.4116,Medium,Priority 4 - Low Risk
2085,Standard,15.99,0.4116,Medium,Priority 4 - Low Risk
45487,Premium,269.88,0.4116,Medium,Priority 3 - Medium Risk / High Value
34613,Basic,8.49,0.4116,Medium,Priority 4 - Low Risk
10333,Basic,8.49,0.4116,Medium,Priority 4 - Low Risk
880,Basic,9.99,0.4115,Medium,Priority 4 - Low Risk
30334,Premium,24.99,0.4115,Medium,Priority 4 - Low Risk
36404,Premium,24.99,0.4114,Medium,Priority 4 - Low Risk
11614,Standard,15.99,0.4114,Medium,Priority 4 - Low Risk
40885,Basic,8.99,0.4114,Medium,Priority 4 - Low Risk
30895,Basic,9.99,0.4114,Medium,Priority 4 - Low Risk
9833,Premium,22.49,0.4114,Medium,Priority 4 - Low Risk
51523,Basic,6.99,0.4114,Medium,Priority 4 - Low Risk
41091,Premium,24.99,0.4113,Medium,Priority 4 - Low Risk
48228,Basic,119.88,0.4112,Medium,Priority 3 - Medium Risk / High Value
32013,Premium,254.88,0.4112,Medium,Priority 3 - Medium Risk / High Value
36739,Basic,8.49,0.4112,Medium,Priority 4 - Low Risk
48401,Basic,9.99,0.4112,Medium,Priority 4 - Low Risk
30293,Standard,15.99,0.4112,Medium,Priority 4 - Low Risk
7143,Standard,15.99,0.4112,Medium,Priority 4 - Low Risk
29575,Enterprise,44.99,0.4111,Medium,Priority 4 - Low Risk
6627,Basic,9.99,0.4111,Medium,Priority 4 - Low Risk
3729,Enterprise,599.88,0.4111,Medium,Priority 3 - Medium Risk / High Value
11625,Standard,12.79,0.4111,Medium,Priority 4 - Low Risk
18830,Standard,191.88,0.4111,Medium,Priority 3 - Medium Risk / High Value
42256,Standard,15.99,0.4111,Medium,Priority 4 - Low Risk
27455,Basic,9.99,0.411,Medium,Priority 4 - Low Risk
7829,Premium,17.49,0.411,Medium,Priority 4 - Low Risk
2343,Basic,8.99,0.411,Medium,Priority 4 - Low Risk
44341,Basic,9.99,0.411,Medium,Priority 4 - Low Risk
15371,Basic,9.99,0.411,Medium,Priority 4 - Low Risk
12237,Standard,13.59,0.4109,Medium,Priority 4 - Low Risk
16101,Basic,9.99,0.4109,Medium,Priority 4 - Low Risk
7612,Standard,15.99,0.4109,Medium,Priority 4 - Low Risk
25906,Basic,9.99,0.4109,Medium,Priority 4 - Low Risk
27512,Standard,15.99,0.4108,Medium,Priority 4 - Low Risk
13757,Basic,95.88,0.4108,Medium,Priority 4 - Low Risk
17816,Basic,83.88,0.4108,Medium,Priority 4 - Low Risk
51160,Premium,22.49,0.4108,Medium,Priority 4 - Low Risk
15956,Premium,239.88,0.4107,Medium,Priority 3 - Medium Risk / High Value
19942,Basic,9.99,0.4106,Medium,Priority 4 - Low Risk
10296,Standard,11.19,0.4106,Medium,Priority 4 - Low Risk
11638,Basic,8.49,0.4106,Medium,Priority 4 - Low Risk
11358,Standard,14.39,0.4106,Medium,Priority 4 - Low Risk
36790,Standard,15.99,0.4106,Medium,Priority 4 - Low Risk
185,Basic,9.99,0.4106,Medium,Priority 4 - Low Risk
9730,Standard,163.07999999999998,0.4106,Medium,Priority 3 - Medium Risk / High Value
46059,Standard,14.39,0.4106,Medium,Priority 4 - Low Risk
28408,Basic,8.99,0.4105,Medium,Priority 4 - Low Risk
23407,Basic,8.99,0.4105,Medium,Priority 4 - Low Risk
7297,Enterprise,44.99,0.4105,Medium,Priority 4 - Low Risk
45936,Basic,8.49,0.4105,Medium,Priority 4 - Low Risk
17139,Basic,7.99,0.4105,Medium,Priority 4 - Low Risk
16916,Enterprise,599.88,0.4104,Medium,Priority 3 - Medium Risk / High Value
39537,Standard,14.39,0.4104,Medium,Priority 4 - Low Risk
7703,Standard,15.99,0.4104,Medium,Priority 4 - Low Risk
45987,Premium,19.99,0.4104,Medium,Priority 4 - Low Risk
1022,Premium,21.24,0.4104,Medium,Priority 4 - Low Risk
31770,Premium,254.88,0.4104,Medium,Priority 3 - Medium Risk / High Value
1474,Standard,14.39,0.4104,Medium,Priority 4 - Low Risk
30843,Basic,8.49,0.4104,Medium,Priority 4 - Low Risk
36055,Basic,8.49,0.4103,Medium,Priority 4 - Low Risk
32843,Standard,13.59,0.4103,Medium,Priority 4 - Low Risk
23017,Basic,101.88,0.4103,Medium,Priority 4 - Low Risk
40567,Enterprise,39.99,0.4102,Medium,Priority 4 - Low Risk
31962,Basic,7.99,0.4102,Medium,Priority 4 - Low Risk
47338,Standard,14.39,0.4102,Medium,Priority 4 - Low Risk
17946,Basic,9.99,0.4102,Medium,Priority 4 - Low Risk
13348,Standard,14.39,0.4102,Medium,Priority 4 - Low Risk
11825,Basic,9.99,0.4102,Medium,Priority 4 - Low Risk
40752,Premium,17.49,0.4101,Medium,Priority 4 - Low Risk
9516,Basic,9.99,0.4101,Medium,Priority 4 - Low Risk
18734,Basic,8.49,0.41,Medium,Priority 4 - Low Risk
51368,Basic,83.88,0.41,Medium,Priority 4 - Low Risk
14852,Standard,15.99,0.41,Medium,Priority 4 - Low Risk
35163,Enterprise,49.99,0.41,Medium,Priority 4 - Low Risk
9923,Premium,17.49,0.4099,Medium,Priority 4 - Low Risk
43365,Basic,9.99,0.4099,Medium,Priority 4 - Low Risk
4312,Premium,24.99,0.4099,Medium,Priority 4 - Low Risk
116,Standard,14.39,0.4099,Medium,Priority 4 - Low Risk
5461,Basic,6.99,0.4098,Medium,Priority 4 - Low Risk
50054,Standard,11.19,0.4098,Medium,Priority 4 - Low Risk
